
,Ambulance latency,Owl latency,Flower latency,Ambulance total time,Owl total time,Flower total time,Ambulance total strokes,Owl total strokes,Flower total strokes
lorenzo,1.0735599994659424,1.5192334651947021,2.557960033416748,3.556180238723755,5.833522319793701,4.627964019775391,1.0,3.0,1.0
,Ambulance latency,Owl latency,Flower latency,Ambulance total time,Owl total time,Flower total time,Ambulance total strokes,Owl total strokes,Flower total strokes
lorenzo,0.9658420085906982,1.3697509765625,1.0096232891082764,8.475402355194092,10.302992105484009,8.313563823699951,7.0,6.0,3.0
